date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,source
1995-01-01,12.6,4.1,7.8,0.0,0.0,1.24,8.99,9.2,82,era5_archive
1995-01-02,14.5,2.6,7.8,0.0,0.0,1.75,12.82,8.0,79,era5_archive
1995-01-03,15.2,3.2,8.2,0.0,0.0,2.12,13.08,17.5,68,era5_archive
1995-01-04,15.8,5.8,9.7,0.0,0.0,2.02,12.78,17.4,72,era5_archive
1995-01-05,13.7,4.3,8.4,0.0,0.0,1.61,11.98,10.5,83,era5_archive
1995-01-06,14.8,2.6,8.1,0.0,0.0,1.66,11.35,14.3,81,era5_archive
1995-01-07,14.9,7.0,10.0,0.0,0.0,1.75,11.65,15.6,81,era5_archive
1995-01-08,13.4,5.7,8.7,0.0,0.0,1.54,11.38,9.4,86,era5_archive
1995-01-09,14.5,2.4,8.0,0.0,0.0,1.81,12.9,20.1,79,era5_archive
1995-01-10,13.0,6.0,8.9,0.0,0.0,1.32,9.93,11.3,83,era5_archive
1995-01-11,12.9,3.4,7.8,0.0,0.0,1.7,12.3,20.2,78,era5_archive
1995-01-12,11.4,2.5,6.5,0.0,0.0,1.77,13.71,12.3,69,era5_archive
1995-01-13,13.0,1.3,6.5,0.0,0.0,1.83,13.87,9.4,71,era5_archive
1995-01-14,13.7,2.7,7.8,0.0,0.0,2.08,12.24,24.8,68,era5_archive
1995-01-15,15.3,5.4,10.4,0.0,0.0,1.83,12.05,22.5,80,era5_archive
1995-01-16,8.5,2.8,5.6,0.2,0.2,1.84,13.36,30.4,69,era5_archive
1995-01-17,9.0,4.4,6.2,0.1,0.1,1.47,9.29,22.9,71,era5_archive
1995-01-18,9.4,4.5,6.4,1.9,1.9,1.2,9.94,21.7,86,era5_archive
1995-01-19,9.2,3.8,6.2,0.0,0.0,1.09,8.09,17.8,86,era5_archive
1995-01-20,9.0,1.9,5.5,0.0,0.0,1.32,10.29,11.2,78,era5_archive
1995-01-21,9.6,1.6,5.3,0.1,0.1,1.33,10.0,9.2,78,era5_archive
1995-01-22,11.5,1.5,6.4,0.0,0.0,1.5,11.26,5.4,77,era5_archive
1995-01-23,12.7,1.0,6.6,0.0,0.0,1.85,12.63,15.1,71,era5_archive
1995-01-24,13.8,0.9,6.4,0.0,0.0,2.14,14.95,11.3,65,era5_archive
1995-01-25,11.4,0.7,6.0,0.0,0.0,1.53,10.81,16.3,76,era5_archive
1995-01-26,12.9,5.0,8.4,0.0,0.0,1.43,9.66,9.9,83,era5_archive
1995-01-27,14.9,1.7,8.4,0.0,0.0,2.09,14.68,9.4,75,era5_archive
1995-01-28,15.3,2.7,8.2,0.0,0.0,2.28,15.32,16.3,71,era5_archive
1995-01-29,11.6,5.3,8.0,0.7,0.7,0.97,6.77,13.0,90,era5_archive
1995-01-30,13.9,3.3,8.4,0.0,0.0,1.61,10.71,9.7,84,era5_archive
1995-01-31,12.7,4.1,7.6,0.0,0.0,1.65,12.25,12.7,83,era5_archive
1995-02-01,15.8,2.4,8.6,0.0,0.0,1.9,11.61,9.7,75,era5_archive
1995-02-02,16.3,4.5,10.2,0.0,0.0,2.35,15.83,7.4,73,era5_archive
1995-02-03,17.0,5.2,10.4,0.0,0.0,2.48,16.26,8.4,76,era5_archive
1995-02-04,11.2,3.8,7.3,7.3,7.3,0.88,5.63,14.1,86,era5_archive
1995-02-05,10.7,5.8,7.6,2.1,2.1,1.14,9.58,17.1,92,era5_archive
1995-02-06,11.2,5.7,7.7,2.0,2.0,1.47,11.17,24.5,85,era5_archive
1995-02-07,8.0,3.6,5.8,9.0,9.0,1.42,11.64,28.3,80,era5_archive
1995-02-08,7.6,2.8,4.6,5.1,4.8,1.06,8.26,29.1,84,era5_archive
1995-02-09,10.4,3.7,6.5,1.0,1.0,1.4,11.03,14.2,84,era5_archive
1995-02-10,12.8,-0.6,6.1,0.0,0.0,2.12,16.31,14.7,74,era5_archive
1995-02-11,14.3,0.8,7.3,0.0,0.0,2.37,16.07,11.9,68,era5_archive
1995-02-12,15.4,1.6,8.0,0.0,0.0,2.65,17.34,11.3,64,era5_archive
1995-02-13,16.1,2.2,9.0,0.0,0.0,3.15,17.72,22.1,59,era5_archive
1995-02-14,10.0,6.6,8.4,14.6,14.6,1.42,6.42,18.1,74,era5_archive
1995-02-15,12.2,4.2,7.9,1.3,1.3,1.6,11.81,15.2,84,era5_archive
1995-02-16,12.9,5.8,8.6,0.0,0.0,1.92,13.76,5.4,82,era5_archive
1995-02-17,13.0,4.6,8.6,2.5,2.5,1.64,10.71,14.5,76,era5_archive
1995-02-18,14.1,4.9,9.2,0.0,0.0,2.2,14.75,9.5,76,era5_archive
1995-02-19,15.1,4.6,9.7,0.0,0.0,2.44,16.6,8.7,75,era5_archive
1995-02-20,16.3,2.7,10.0,0.0,0.0,2.46,16.75,19.4,74,era5_archive
1995-02-21,14.4,6.2,9.8,0.0,0.0,2.33,15.93,13.8,80,era5_archive
1995-02-22,11.1,5.5,7.7,1.0,1.0,1.64,12.6,22.1,87,era5_archive
1995-02-23,12.8,6.0,8.6,0.0,0.0,1.92,13.24,18.8,79,era5_archive
1995-02-24,15.3,3.2,8.7,0.0,0.0,2.86,19.38,11.5,64,era5_archive
1995-02-25,16.9,4.2,9.9,0.0,0.0,3.29,19.6,20.5,56,era5_archive
1995-02-26,14.5,4.7,9.4,0.0,0.0,2.39,16.37,16.9,70,era5_archive
1995-02-27,15.5,4.0,9.0,0.0,0.0,2.7,18.67,15.9,79,era5_archive
1995-02-28,17.4,4.0,10.6,0.0,0.0,3.08,20.0,8.7,74,era5_archive
1995-03-01,15.3,6.9,10.2,0.0,0.0,2.57,17.86,14.5,75,era5_archive
1995-03-02,19.2,5.2,11.8,0.0,0.0,3.62,19.08,17.9,62,era5_archive
1995-03-03,19.0,5.2,12.2,0.0,0.0,3.94,20.78,16.5,52,era5_archive
1995-03-04,19.6,7.9,12.9,0.0,0.0,4.21,19.86,24.2,46,era5_archive
1995-03-05,20.5,7.1,13.3,0.0,0.0,3.61,18.6,17.8,49,era5_archive
1995-03-06,20.5,7.0,14.1,0.0,0.0,3.53,20.13,11.8,51,era5_archive
1995-03-07,15.4,6.5,11.1,0.0,0.0,2.71,16.71,22.3,68,era5_archive
1995-03-08,16.6,3.9,10.2,0.0,0.0,3.2,20.87,8.2,68,era5_archive
1995-03-09,17.7,6.8,11.7,0.0,0.0,3.44,21.1,17.1,64,era5_archive
1995-03-10,17.4,6.2,11.4,0.0,0.0,3.35,21.27,11.8,69,era5_archive
1995-03-11,15.9,4.1,9.6,0.0,0.0,3.22,21.28,16.0,72,era5_archive
1995-03-12,13.5,5.0,8.6,0.0,0.0,2.58,17.11,21.3,75,era5_archive
1995-03-13,14.8,3.5,8.6,0.0,0.0,2.96,20.41,11.3,72,era5_archive
1995-03-14,19.8,3.0,11.9,0.0,0.0,4.15,19.54,17.5,50,era5_archive
1995-03-15,22.9,8.4,15.0,0.0,0.0,5.09,22.22,24.2,44,era5_archive
1995-03-16,14.2,6.2,9.5,8.9,8.9,1.98,14.94,31.3,83,era5_archive
1995-03-17,13.2,7.0,9.5,0.0,0.0,2.37,16.76,23.1,78,era5_archive
1995-03-18,15.2,6.2,10.2,0.2,0.2,2.74,17.81,12.8,74,era5_archive
1995-03-19,15.2,5.5,10.1,0.0,0.0,2.49,16.32,14.5,78,era5_archive
1995-03-20,20.0,5.7,12.8,0.0,0.0,3.59,22.2,9.2,63,era5_archive
1995-03-21,19.8,5.4,12.5,0.0,0.0,4.18,23.59,13.8,54,era5_archive
1995-03-22,20.7,7.3,13.5,0.0,0.0,4.43,23.25,21.1,46,era5_archive
1995-03-23,20.1,6.9,13.2,0.0,0.0,3.73,22.22,10.5,70,era5_archive
1995-03-24,16.2,6.5,11.3,0.2,0.2,3.15,19.02,26.4,68,era5_archive
1995-03-25,9.8,4.9,6.7,10.9,10.9,1.66,14.74,31.7,84,era5_archive
1995-03-26,9.6,4.6,6.7,2.2,2.2,1.79,17.02,33.0,84,era5_archive
1995-03-27,14.3,2.1,8.1,0.0,0.0,3.28,23.84,12.1,73,era5_archive
1995-03-28,16.3,2.2,9.4,0.0,0.0,3.73,24.6,9.2,65,era5_archive
1995-03-29,20.6,4.0,12.2,0.1,0.1,4.34,24.33,21.2,56,era5_archive
1995-03-30,15.6,5.6,11.3,0.0,0.0,2.76,17.2,22.1,69,era5_archive
1995-03-31,19.1,5.8,11.9,0.0,0.0,3.72,23.5,8.6,74,era5_archive
1995-04-01,24.8,5.8,15.9,0.0,0.0,4.8,23.76,15.5,52,era5_archive
1995-04-02,14.4,7.5,10.9,0.2,0.2,1.91,12.03,20.6,82,era5_archive
1995-04-03,11.2,4.7,7.4,3.4,3.4,2.29,18.17,23.9,78,era5_archive
1995-04-04,12.7,3.8,7.5,1.0,1.0,2.88,21.4,21.5,73,era5_archive
1995-04-05,16.4,2.0,9.3,0.0,0.0,3.92,26.0,11.0,59,era5_archive
1995-04-06,19.8,2.2,11.6,0.0,0.0,4.31,26.06,9.7,52,era5_archive
1995-04-07,22.9,5.2,14.2,0.0,0.0,5.21,25.97,15.8,41,era5_archive
1995-04-08,23.7,9.3,15.9,0.0,0.0,4.84,21.99,13.1,35,era5_archive
1995-04-09,25.6,10.0,17.1,0.1,0.1,5.11,21.79,24.8,45,era5_archive
1995-04-10,18.2,9.1,13.1,0.0,0.0,3.64,21.89,25.8,71,era5_archive
1995-04-11,15.4,6.4,10.7,0.0,0.0,3.66,24.19,22.5,67,era5_archive
1995-04-12,18.0,3.3,11.3,0.0,0.0,3.54,21.18,11.5,59,era5_archive
1995-04-13,22.7,6.3,15.2,0.0,0.0,5.27,26.67,15.6,49,era5_archive
1995-04-14,17.5,8.2,13.0,0.0,0.0,4.01,23.07,21.9,61,era5_archive
1995-04-15,22.4,4.3,13.7,0.0,0.0,4.83,26.92,11.0,54,era5_archive
1995-04-16,24.2,10.9,17.5,0.0,0.0,5.15,25.37,17.3,42,era5_archive
1995-04-17,25.9,13.2,19.5,0.0,0.0,5.81,26.13,24.3,41,era5_archive
1995-04-18,26.8,10.8,17.3,0.0,0.0,4.45,16.46,39.4,59,era5_archive
1995-04-19,17.1,8.5,12.0,0.4,0.4,3.54,21.36,22.7,70,era5_archive
1995-04-20,18.8,5.9,11.9,0.0,0.0,4.54,27.5,13.9,61,era5_archive
1995-04-21,20.2,5.6,12.6,0.0,0.0,4.52,26.44,23.8,69,era5_archive
1995-04-22,18.4,9.6,13.1,0.6,0.6,3.47,19.6,19.5,72,era5_archive
1995-04-23,20.8,7.8,14.0,0.0,0.0,4.61,25.96,19.7,62,era5_archive
1995-04-24,22.9,9.8,15.8,0.0,0.0,5.1,26.54,20.3,56,era5_archive
1995-04-25,21.1,9.1,15.1,0.0,0.0,4.53,24.63,20.7,65,era5_archive
1995-04-26,26.1,10.2,18.4,0.0,0.0,5.19,25.67,12.9,53,era5_archive
1995-04-27,28.7,11.3,20.9,0.0,0.0,6.25,27.03,16.8,40,era5_archive
1995-04-28,32.2,15.3,21.9,0.0,0.0,8.19,25.74,33.5,32,era5_archive
1995-04-29,24.1,10.6,16.9,0.0,0.0,5.35,27.9,14.3,57,era5_archive
1995-04-30,29.4,11.3,20.4,0.0,0.0,5.75,26.79,13.6,42,era5_archive
1995-05-01,29.7,13.8,21.6,0.6,0.6,4.68,20.4,16.4,50,era5_archive
1995-05-02,24.6,11.9,17.8,0.0,0.0,5.48,27.96,22.8,63,era5_archive
1995-05-03,23.4,8.5,16.0,0.0,0.0,5.44,28.18,18.6,57,era5_archive
1995-05-04,20.3,7.7,14.2,0.0,0.0,4.96,27.81,24.9,62,era5_archive
1995-05-05,19.9,7.5,13.4,0.0,0.0,4.7,27.35,20.7,67,era5_archive
1995-05-06,17.7,8.3,12.9,1.1,1.1,3.95,23.18,24.7,69,era5_archive
1995-05-07,18.1,7.1,12.3,0.0,0.0,3.9,22.09,24.5,69,era5_archive
1995-05-08,19.6,6.9,13.0,0.0,0.0,4.75,28.3,18.2,65,era5_archive
1995-05-09,21.8,7.6,14.3,0.0,0.0,5.22,29.02,17.4,55,era5_archive
1995-05-10,24.2,8.3,16.3,0.0,0.0,5.59,28.76,19.8,57,era5_archive
1995-05-11,24.4,9.5,16.4,0.0,0.0,5.32,27.64,20.6,65,era5_archive
1995-05-12,27.1,9.9,18.8,0.0,0.0,5.65,27.99,13.0,58,era5_archive
1995-05-13,30.9,13.6,23.0,0.0,0.0,6.45,28.61,11.5,42,era5_archive
1995-05-14,32.6,14.7,24.4,0.0,0.0,6.59,26.14,17.7,30,era5_archive
1995-05-15,30.5,17.4,23.8,0.0,0.0,7.01,29.28,19.9,36,era5_archive
1995-05-16,27.6,13.1,19.9,0.0,0.0,6.52,29.05,22.1,47,era5_archive
1995-05-17,23.7,10.4,16.6,0.0,0.0,5.59,28.79,22.9,60,era5_archive
1995-05-18,24.2,8.5,16.2,0.0,0.0,5.51,29.42,18.9,63,era5_archive
1995-05-19,27.6,13.0,19.6,0.0,0.0,5.98,28.98,16.9,58,era5_archive
1995-05-20,31.4,14.2,23.0,0.0,0.0,6.57,29.49,14.0,36,era5_archive
1995-05-21,33.1,17.9,25.4,0.0,0.0,6.54,29.31,12.2,32,era5_archive
1995-05-22,37.0,17.6,28.3,0.0,0.0,8.08,29.25,14.1,24,era5_archive
1995-05-23,36.7,23.7,29.9,0.2,0.2,9.12,27.35,18.6,17,era5_archive
1995-05-24,36.8,21.0,28.7,0.0,0.0,7.37,26.26,16.9,22,era5_archive
1995-05-25,35.5,17.8,26.3,0.3,0.3,7.02,26.29,17.7,44,era5_archive
1995-05-26,30.0,16.8,23.2,0.0,0.0,6.57,27.54,23.3,55,era5_archive
1995-05-27,30.5,14.8,22.8,0.0,0.0,6.25,25.21,19.0,46,era5_archive
1995-05-28,32.6,17.6,24.9,0.0,0.0,6.81,27.19,19.8,34,era5_archive
1995-05-29,32.4,17.5,25.3,0.8,0.8,6.11,26.38,15.5,43,era5_archive
1995-05-30,32.3,15.6,25.0,0.0,0.0,6.48,27.76,13.8,44,era5_archive
1995-05-31,28.4,17.1,22.2,0.8,0.8,6.39,27.3,22.5,52,era5_archive
1995-06-01,25.5,12.4,18.8,0.0,0.0,6.06,29.47,23.1,59,era5_archive
1995-06-02,27.0,13.3,19.7,0.0,0.0,5.93,28.17,23.9,64,era5_archive
1995-06-03,29.6,14.7,21.9,0.0,0.0,6.89,28.88,25.9,53,era5_archive
1995-06-04,29.8,15.1,22.3,0.0,0.0,7.25,29.71,24.3,43,era5_archive
1995-06-05,28.6,12.8,20.6,0.0,0.0,6.46,29.76,21.3,57,era5_archive
1995-06-06,28.1,13.5,20.8,0.0,0.0,6.33,29.3,21.8,61,era5_archive
1995-06-07,29.2,14.7,21.6,0.0,0.0,6.37,28.7,23.0,62,era5_archive
1995-06-08,34.7,16.9,25.6,0.0,0.0,7.56,28.2,20.7,44,era5_archive
1995-06-09,28.1,14.8,21.7,0.0,0.0,6.91,29.8,29.0,52,era5_archive
1995-06-10,27.1,13.5,20.3,0.0,0.0,6.44,29.16,25.2,55,era5_archive
1995-06-11,29.4,14.3,21.4,0.0,0.0,6.8,29.35,25.1,53,era5_archive
1995-06-12,31.5,16.3,23.5,0.0,0.0,7.15,29.73,22.1,42,era5_archive
1995-06-13,32.1,16.9,24.3,0.0,0.0,7.54,29.61,26.7,41,era5_archive
1995-06-14,33.1,17.6,25.1,0.0,0.0,7.76,29.49,26.1,42,era5_archive
1995-06-15,34.8,19.4,27.4,0.0,0.0,7.77,29.39,19.9,33,era5_archive
1995-06-16,33.4,21.0,27.5,0.0,0.0,7.64,29.72,20.9,33,era5_archive
1995-06-17,30.1,15.9,22.5,0.0,0.0,6.31,28.88,19.0,63,era5_archive
1995-06-18,31.8,16.7,23.7,0.0,0.0,6.44,28.18,19.4,62,era5_archive
1995-06-19,33.0,16.5,24.4,0.0,0.0,6.9,28.67,22.0,60,era5_archive
1995-06-20,31.3,15.7,23.6,0.0,0.0,7.5,29.5,27.5,52,era5_archive
1995-06-21,28.9,16.5,22.6,0.0,0.0,6.96,29.5,29.6,56,era5_archive
1995-06-22,30.2,17.9,23.4,0.0,0.0,6.23,28.51,14.2,60,era5_archive
1995-06-23,34.6,17.3,26.5,0.0,0.0,6.7,29.92,14.1,38,era5_archive
1995-06-24,33.5,18.6,25.7,0.0,0.0,7.44,29.74,20.2,46,era5_archive
1995-06-25,32.3,15.9,23.8,0.0,0.0,7.07,29.95,19.1,50,era5_archive
1995-06-26,33.0,16.3,24.5,0.0,0.0,7.09,30.26,18.3,50,era5_archive
1995-06-27,33.2,17.3,25.3,0.0,0.0,7.3,28.83,25.6,57,era5_archive
1995-06-28,33.3,17.6,25.3,0.0,0.0,8.09,29.77,34.9,53,era5_archive
1995-06-29,30.6,18.1,23.7,0.0,0.0,7.28,28.73,35.3,56,era5_archive
1995-06-30,30.4,17.1,23.2,0.0,0.0,6.97,28.56,29.0,59,era5_archive
1995-07-01,32.5,16.3,24.7,0.0,0.0,7.22,29.02,24.0,52,era5_archive
1995-07-02,37.4,18.8,28.0,0.0,0.0,8.99,28.22,32.9,34,era5_archive
1995-07-03,28.4,17.1,22.6,0.0,0.0,5.88,26.21,21.7,64,era5_archive
1995-07-04,29.1,16.8,22.6,0.0,0.0,6.3,27.69,26.9,65,era5_archive
1995-07-05,30.7,16.0,23.1,0.0,0.0,6.44,27.82,26.9,64,era5_archive
1995-07-06,32.2,17.6,24.4,0.0,0.0,6.69,28.01,22.5,60,era5_archive
1995-07-07,33.4,19.3,25.6,0.0,0.0,7.39,29.1,24.8,52,era5_archive
1995-07-08,33.7,17.8,25.5,0.0,0.0,7.53,29.49,23.9,51,era5_archive
1995-07-09,29.5,18.1,23.3,0.0,0.0,6.38,28.12,23.9,62,era5_archive
1995-07-10,27.2,17.2,22.0,0.0,0.0,5.23,22.76,24.8,68,era5_archive
1995-07-11,27.0,17.2,21.7,0.0,0.0,5.24,24.04,23.9,69,era5_archive
1995-07-12,27.0,16.0,21.2,0.0,0.0,5.54,25.66,21.2,67,era5_archive
1995-07-13,28.8,15.3,21.8,0.0,0.0,6.01,28.1,21.0,68,era5_archive
1995-07-14,29.1,16.1,22.1,0.0,0.0,6.22,28.1,23.8,67,era5_archive
1995-07-15,28.5,16.8,22.1,0.0,0.0,5.92,26.82,26.1,69,era5_archive
1995-07-16,28.9,17.3,22.3,0.0,0.0,5.6,25.09,24.9,70,era5_archive
1995-07-17,29.6,16.2,22.4,0.0,0.0,6.16,27.34,24.1,67,era5_archive
1995-07-18,30.1,16.9,23.1,0.0,0.0,6.19,27.14,26.5,68,era5_archive
1995-07-19,30.3,17.3,23.2,0.0,0.0,6.16,27.09,27.8,69,era5_archive
1995-07-20,30.3,18.0,23.5,0.0,0.0,6.51,27.8,29.3,66,era5_archive
1995-07-21,30.3,18.3,23.4,0.0,0.0,6.11,26.09,28.3,68,era5_archive
1995-07-22,30.0,17.2,23.1,0.0,0.0,6.33,27.9,23.1,65,era5_archive
1995-07-23,29.8,15.5,22.9,0.0,0.0,6.22,27.36,22.9,65,era5_archive
1995-07-24,30.3,17.4,23.3,0.0,0.0,6.24,27.86,19.6,66,era5_archive
1995-07-25,32.4,16.7,24.4,0.0,0.0,6.7,28.76,17.4,57,era5_archive
1995-07-26,33.2,17.5,24.7,0.0,0.0,6.66,27.81,20.7,58,era5_archive
1995-07-27,32.5,17.6,24.7,0.0,0.0,6.82,28.0,21.6,59,era5_archive
1995-07-28,32.0,18.1,24.9,0.0,0.0,6.72,27.5,23.3,62,era5_archive
1995-07-29,31.8,18.4,24.7,0.0,0.0,6.73,28.23,22.1,58,era5_archive
1995-07-30,32.8,18.7,24.9,0.0,0.0,6.54,27.98,18.4,59,era5_archive
1995-07-31,34.7,18.6,26.1,0.0,0.0,6.97,28.47,18.3,53,era5_archive
1995-08-01,34.4,19.4,26.1,0.0,0.0,7.24,28.52,20.5,50,era5_archive
1995-08-02,33.5,18.1,25.0,0.0,0.0,6.96,28.23,21.7,54,era5_archive
1995-08-03,31.8,16.9,23.9,0.0,0.0,6.73,28.09,21.7,61,era5_archive
1995-08-04,30.9,16.5,23.3,0.0,0.0,6.43,27.69,24.2,63,era5_archive
1995-08-05,30.7,16.5,23.0,0.0,0.0,6.45,27.87,23.5,65,era5_archive
1995-08-06,30.9,17.0,23.3,0.0,0.0,6.14,27.06,21.9,68,era5_archive
1995-08-07,30.3,16.7,23.0,0.0,0.0,6.17,27.43,21.3,66,era5_archive
1995-08-08,31.0,16.3,23.3,0.0,0.0,6.29,27.91,21.0,64,era5_archive
1995-08-09,32.3,18.3,24.6,0.0,0.0,6.31,27.22,19.9,65,era5_archive
1995-08-10,32.9,18.1,24.7,0.0,0.0,6.77,27.66,23.7,60,era5_archive
1995-08-11,33.6,18.0,25.2,0.0,0.0,6.94,28.3,20.3,53,era5_archive
1995-08-12,35.5,18.9,26.6,0.0,0.0,6.86,28.11,16.4,48,era5_archive
1995-08-13,35.3,19.6,27.0,0.0,0.0,6.81,27.38,17.9,54,era5_archive
1995-08-14,33.7,17.8,25.5,0.0,0.0,6.77,27.32,21.4,55,era5_archive
1995-08-15,31.8,17.6,24.0,0.0,0.0,6.56,26.8,24.9,60,era5_archive
1995-08-16,30.6,16.7,23.0,0.0,0.0,6.12,26.68,21.5,63,era5_archive
1995-08-17,30.1,16.6,22.7,0.0,0.0,5.75,26.24,19.0,69,era5_archive
1995-08-18,30.7,16.2,22.7,0.0,0.0,6.03,27.07,18.8,65,era5_archive
1995-08-19,30.8,16.6,22.9,0.0,0.0,6.07,27.1,18.9,64,era5_archive
1995-08-20,30.4,16.2,22.7,0.0,0.0,5.99,26.92,20.4,68,era5_archive
1995-08-21,28.9,16.2,22.0,0.0,0.0,5.8,26.04,23.4,69,era5_archive
1995-08-22,28.7,18.3,22.5,0.0,0.0,5.73,25.38,26.2,66,era5_archive
1995-08-23,28.8,16.1,22.0,0.0,0.0,5.44,25.02,20.3,69,era5_archive
1995-08-24,30.0,16.9,23.1,0.0,0.0,5.6,25.94,14.5,67,era5_archive
1995-08-25,31.1,18.1,23.8,0.0,0.0,5.66,24.97,19.2,68,era5_archive
1995-08-26,32.7,18.7,25.0,0.0,0.0,5.97,25.42,17.3,63,era5_archive
1995-08-27,35.1,20.0,27.2,0.0,0.0,6.23,25.93,16.1,49,era5_archive
1995-08-28,36.1,21.7,28.0,0.0,0.0,7.05,25.94,24.5,47,era5_archive
1995-08-29,34.8,21.4,27.3,0.0,0.0,6.85,25.79,21.7,48,era5_archive
1995-08-30,29.5,18.1,23.2,0.0,0.0,5.96,25.28,26.4,62,era5_archive
1995-08-31,29.6,17.1,22.5,0.0,0.0,5.71,25.43,19.5,62,era5_archive
1995-09-01,30.5,15.5,22.5,0.0,0.0,5.86,25.5,22.0,60,era5_archive
1995-09-02,28.5,15.5,21.4,0.0,0.0,5.49,24.95,25.2,69,era5_archive
1995-09-03,27.1,16.7,20.8,0.0,0.0,5.03,23.27,24.0,70,era5_archive
1995-09-04,25.8,15.6,20.1,0.0,0.0,4.88,22.62,23.9,66,era5_archive
1995-09-05,27.0,17.0,21.3,0.0,0.0,4.5,21.06,20.0,70,era5_archive
1995-09-06,31.1,17.3,23.6,0.0,0.0,5.15,24.12,13.8,65,era5_archive
1995-09-07,33.2,18.0,25.3,0.0,0.0,5.95,24.14,18.2,54,era5_archive
1995-09-08,32.4,18.1,25.0,0.0,0.0,6.25,23.24,27.5,50,era5_archive
1995-09-09,29.0,15.8,22.0,0.0,0.0,5.22,23.68,18.3,65,era5_archive
1995-09-10,31.8,17.0,23.7,0.0,0.0,5.35,24.32,13.0,56,era5_archive
1995-09-11,35.8,16.8,26.2,0.0,0.0,5.35,23.21,12.9,54,era5_archive
1995-09-12,34.4,19.6,26.6,0.0,0.0,5.27,21.88,12.6,60,era5_archive
1995-09-13,34.5,20.9,27.6,0.0,0.0,5.12,20.44,13.1,56,era5_archive
1995-09-14,33.1,21.0,26.3,0.0,0.0,5.16,20.09,18.8,56,era5_archive
1995-09-15,31.6,17.5,23.9,0.0,0.0,5.68,23.63,20.3,55,era5_archive
1995-09-16,30.3,15.4,22.0,0.0,0.0,5.43,23.59,20.3,58,era5_archive
1995-09-17,29.1,15.2,21.4,0.0,0.0,5.09,22.68,23.1,69,era5_archive
1995-09-18,27.8,14.9,20.6,0.0,0.0,4.66,21.31,24.4,72,era5_archive
1995-09-19,27.8,16.6,21.4,0.3,0.3,4.53,20.44,22.3,72,era5_archive
1995-09-20,27.6,16.7,21.4,0.0,0.0,5.12,22.17,21.9,62,era5_archive
1995-09-21,30.1,15.1,22.4,0.0,0.0,5.27,22.98,14.0,36,era5_archive
1995-09-22,31.7,16.3,23.7,0.0,0.0,6.25,22.7,12.3,27,era5_archive
1995-09-23,27.7,14.4,20.9,0.0,0.0,4.91,21.86,25.3,61,era5_archive
1995-09-24,28.7,15.7,21.5,0.0,0.0,4.68,20.83,22.4,69,era5_archive
1995-09-25,27.6,16.0,21.1,0.0,0.0,4.79,20.82,22.7,67,era5_archive
1995-09-26,27.1,14.8,20.1,0.0,0.0,4.5,20.86,17.3,64,era5_archive
1995-09-27,29.0,14.9,21.5,0.0,0.0,4.86,21.49,18.4,59,era5_archive
1995-09-28,30.3,17.1,23.0,0.0,0.0,5.08,20.76,21.9,58,era5_archive
1995-09-29,31.5,18.5,24.3,0.0,0.0,5.19,21.05,16.1,48,era5_archive
1995-09-30,33.8,17.2,25.5,0.0,0.0,5.02,19.89,11.5,36,era5_archive
1995-10-01,32.5,19.3,25.2,1.1,1.1,4.8,19.88,16.0,51,era5_archive
1995-10-02,26.7,17.1,21.1,0.2,0.2,4.27,18.85,27.7,71,era5_archive
1995-10-03,23.0,13.8,17.7,0.3,0.3,4.24,20.46,22.5,61,era5_archive
1995-10-04,25.2,9.9,17.7,0.0,0.0,4.1,21.15,8.9,49,era5_archive
1995-10-05,27.2,12.6,19.5,0.0,0.0,4.35,20.74,9.0,38,era5_archive
1995-10-06,28.5,13.4,20.7,0.0,0.0,4.61,20.54,12.2,37,era5_archive
1995-10-07,26.7,13.1,19.2,0.0,0.0,4.25,20.06,14.4,61,era5_archive
1995-10-08,26.8,13.5,19.2,0.0,0.0,4.14,19.86,14.5,63,era5_archive
1995-10-09,26.8,14.0,19.6,0.0,0.0,3.98,19.75,9.1,62,era5_archive
1995-10-10,27.2,14.4,20.0,0.0,0.0,4.17,19.35,15.0,61,era5_archive
1995-10-11,24.6,13.4,18.1,0.0,0.0,3.94,18.59,20.3,68,era5_archive
1995-10-12,23.4,12.7,17.2,0.0,0.0,3.75,18.58,18.4,68,era5_archive
1995-10-13,24.2,11.8,17.5,0.0,0.0,3.66,18.47,11.3,65,era5_archive
1995-10-14,25.6,11.7,18.4,0.0,0.0,3.81,18.84,10.5,59,era5_archive
1995-10-15,25.7,13.1,18.5,0.0,0.0,3.72,18.23,12.7,65,era5_archive
1995-10-16,25.5,12.2,18.3,0.0,0.0,3.65,17.89,14.8,71,era5_archive
1995-10-17,24.5,13.6,18.3,0.0,0.0,3.42,16.82,17.4,74,era5_archive
1995-10-18,23.7,13.4,17.8,0.0,0.0,3.32,16.92,17.0,75,era5_archive
1995-10-19,26.2,14.1,19.4,0.0,0.0,3.64,17.72,13.8,67,era5_archive
1995-10-20,22.9,13.9,17.4,0.0,0.0,3.15,15.97,23.9,78,era5_archive
1995-10-21,22.2,14.4,17.3,0.0,0.0,3.13,15.9,16.3,74,era5_archive
1995-10-22,22.8,9.2,16.3,0.0,0.0,3.5,17.9,14.8,65,era5_archive
